Field_ID,Yield
ZNCBPCZ,2.735447
VV8ZGWV,1.7705024
6UFEUAX,2.5462933
7YHJSBZ,2.5329657
MDI9IJ4,2.7727063
1JS0IAX,2.5525098
64VMGQJ,2.5323775
V2HOCLI,3.9530885
II84TEM,3.2966824
OC1LH5E,2.5459788
HAVG8EX,3.094408
CDEJ38Z,2.614164
OFH4IN5,3.213243
9KY9WLW,4.171303
9P3QQPM,2.9951463
3H89LWV,3.3422732
I6EYSGB,2.815534
XOEIR44,2.4045649
YB307JG,2.3518267
8TT86NF,2.8989315
